Home,Away
Bologna,Lazio
Juventus,AC Milan
Genoa,Sampdoria
Sassuolo,Bologna
Inter,Atalanta
Fiorentina,Cagliari
Napoli,Crotone
Chievo,Empoli
Pescara,Udinese
Palermo,Roma
Lazio,Torino
Torino,Inter
AC Milan,Genoa
Empoli,Napoli
Bologna,Chievo
Crotone,Fiorentina
Sampdoria,Juventus
Cagliari,Lazio
Atalanta,Pescara
Udinese,Palermo
Roma,Sassuolo
Sassuolo,Lazio
Roma,Empoli
Torino,Udinese
Genoa,Atalanta
Fiorentina,Bologna
Palermo,Cagliari
Chievo,Crotone
Pescara,AC Milan
Napoli,Juventus
Inter,Sampdoria
Empoli,Pescara
Atalanta,Sassuolo
Juventus,Chievo
Sampdoria,Fiorentina
Udinese,Genoa
Crotone,Inter
AC Milan,Palermo
Bologna,Roma
Cagliari,Torino
Lazio,Napoli
Inter,AC Milan
Roma,Atalanta
Palermo,Bologna
Cagliari,Chievo
Torino,Crotone
Fiorentina,Empoli
Pescara,Juventus
Genoa,Lazio
Sassuolo,Sampdoria
Napoli,Udinese
Atalanta,Bologna
Fiorentina,Inter
Sassuolo,Napoli
Udinese,Cagliari
Sampdoria,Crotone
AC Milan,Empoli
Lazio,Palermo
Chievo,Torino
Juventus,Genoa
Pescara,Roma
Atalanta,Juventus
Torino,Sampdoria
Roma,Lazio
Genoa,Chievo
Palermo,Fiorentina
Crotone,AC Milan
Cagliari,Pescara
Empoli,Sassuolo
Bologna,Udinese
Inter,Napoli
Napoli,Cagliari
Juventus,Torino
Udinese,Atalanta
Empoli,Bologna
Pescara,Crotone
Sassuolo,Fiorentina
Genoa,Inter
Chievo,Palermo
Lazio,Sampdoria
AC Milan,Roma
Fiorentina,Lazio
Atalanta,AC Milan
Inter,Sassuolo
Sampdoria,Chievo
Cagliari,Empoli
Palermo,Genoa
Torino,Napoli
Bologna,Pescara
Crotone,Udinese
Roma,Juventus
Chievo,Roma
Napoli,Fiorentina
Empoli,Atalanta
AC Milan,Bologna
Sassuolo,Cagliari
Juventus,Crotone
Udinese,Sampdoria
Genoa,Torino
Lazio,Inter
Pescara,Palermo
Atalanta,Chievo
Bologna,Juventus
Cagliari,AC Milan
Roma,Genoa
Sampdoria,Napoli
Palermo,Empoli
Crotone,Lazio
Fiorentina,Pescara
Torino,Sassuolo
Inter,Udinese
