Home,Away
Caen,Monaco
Dijon,Saint-Etienne
Paris Saint Germain,Lyon
Guingamp,Nancy
Marseille,Dijon
SC Bastia,Lille
Rennes,Lyon
Lorient,Caen
Montpellier,Toulouse
Nantes,Angers
Nice,Bordeaux
Metz,Lyon
Lille,Nice
Angers,Monaco
Nancy,Rennes
Bordeaux,Metz
Lyon,Lorient
Dijon,SC Bastia
Caen,Montpellier
Toulouse,Marseille
Saint-Etienne,Nantes
Paris Saint Germain,Guingamp
Angers,Paris Saint Germain
Nice,Nancy
Montpellier,Lorient
Rennes,Lille
Guingamp,Toulouse
Metz,Caen
Monaco,Dijon
SC Bastia,Lyon
Nantes,Bordeaux
Marseille,Saint-Etienne
Metz,Paris Saint Germain
Nancy,Marseille
Paris Saint Germain,Montpellier
Lorient,Metz
Bordeaux,SC Bastia
Dijon,Angers
Caen,Nantes
Lille,Guingamp
Toulouse,Nice
Saint-Etienne,Rennes
Lyon,Monaco
Angers,Lyon
Monaco,Toulouse
Montpellier,Lille
SC Bastia,Rennes
Nantes,Lorient
Metz,Nancy
Guingamp,Saint-Etienne
Caen,Marseille
Dijon,Bordeaux
Nice,Paris Saint Germain
Saint-Etienne,Bordeaux
Paris Saint Germain,SC Bastia
Nancy,Monaco
Lorient,Angers
Lille,Metz
Toulouse,Caen
Guingamp,Dijon
Rennes,Montpellier
Lyon,Nantes
Marseille,Nice
Saint-Etienne,Paris Saint Germain
Bordeaux,Marseille
Montpellier,Lyon
Nice,Angers
SC Bastia,Lorient
Dijon,Nancy
Monaco,Lille
Nantes,Guingamp
Caen,Rennes
Metz,Toulouse
Monaco,Saint-Etienne
Nancy,Saint-Etienne
Lorient,Bordeaux
Lille,Nantes
Marseille,SC Bastia
Lyon,Nice
Paris Saint Germain,Caen
Toulouse,Dijon
Angers,Montpellier
Rennes,Monaco
Guingamp,Metz
